objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
112,E07000079,Cotswold,2030,"""South West""",69138,523,0.76,12758,18.45,8865,12.82,10957,15.85,2236,3.23,8225,11.9,23267,33.65,2830,4.09,453.8
112,E07000079,Cotswold,2035,"""South West""",69138,525,0.76,12758,18.45,8865,12.82,10957,15.85,2236,3.23,8225,11.9,23267,33.65,2830,4.09,555.9
282,E07000079,Cotswold,2040,"""South West""",69138,534,0.77,12758,18.45,8865,12.82,10957,15.85,2236,3.23,8225,11.9,23267,33.65,2830,4.09,453.8
81,E07000041,Exeter,2020,"""South West""",99066,902,0.91,18156,18.33,12467,12.58,13998,14.13,3165,3.19,18000,18.17,28291,28.56,4989,5.04,543.9
81,E07000041,Exeter,2025,"""South West""",99066,925,0.93,18156,18.33,12467,12.58,13998,14.13,3165,3.19,18000,18.17,28291,28.56,4989,5.04,543.9
81,E07000041,Exeter,2030,"""South West""",99066,953,0.96,18156,18.33,12467,12.58,13998,14.13,3165,3.19,18000,18.17,28291,28.56,4989,5.04,543.9
81,E07000041,Exeter,2035,"""South West""",99066,976,0.99,18156,18.33,12467,12.58,13998,14.13,3165,3.19,18000,18.17,28291,28.56,4989,5.04,580.6
120,E07000041,Exeter,2040,"""South West""",99066,983,0.99,18156,18.33,12467,12.58,13998,14.13,3165,3.19,18000,18.17,28291,28.56,4989,5.04,543.9
114,E07000081,Gloucester,2020,"""South West""",97531,792,0.81,21247,21.78,15704,16.1,16831,17.26,4180,4.29,12832,13.16,21651,22.2,5086,5.21,501.2
114,E07000081,Gloucester,2025,"""South West""",97531,802,0.82,21247,21.78,15704,16.1,16831,17.26,4180,4.29,12832,13.16,21651,22.2,5086,5.21,501.2
114,E07000081,Gloucester,2030,"""South West""",97531,806,0.83,21247,21.78,15704,16.1,16831,17.26,4180,4.29,12832,13.16,21651,22.2,5086,5.21,501.2
114,E07000081,Gloucester,2035,"""South West""",97531,811,0.83,21247,21.78,15704,16.1,16831,17.26,4180,4.29,12832,13.16,21651,22.2,5086,5.21,694.9
114,E07000081,Gloucester,2040,"""South West""",97531,821,0.84,21247,21.78,15704,16.1,16831,17.26,4180,4.29,12832,13.16,21651,22.2,5086,5.21,501.2
205,E07000187,Mendip,2020,"""South West""",88882,639,0.72,19054,21.44,12036,13.54,15180,17.08,3610,4.06,10697,12.04,24769,27.87,3536,3.98,484.5
205,E07000187,Mendip,2025,"""South West""",88882,641,0.72,19054,21.44,12036,13.54,15180,17.08,3610,4.06,10697,12.04,24769,27.87,3536,3.98,484.5
205,E07000187,Mendip,2030,"""South West""",88882,643,0.72,19054,21.44,12036,13.54,15180,17.08,3610,4.06,10697,12.04,24769,27.87,3536,3.98,484.5
205,E07000187,Mendip,2035,"""South West""",88882,640,0.72,19054,21.44,12036,13.54,15180,17.08,3610,4.06,10697,12.04,24769,27.87,3536,3.98,470.8
205,E07000187,Mendip,2040,"""South West""",88882,644,0.72,19054,21.44,12036,13.54,15180,17.08,3610,4.06,10697,12.04,24769,27.87,3536,3.98,484.5
26,E06000026,Plymouth,2020,"""South West""",211502,1636,0.77,47073,22.26,28541,13.49,35452,16.76,11004,5.2,35009,16.55,45379,21.46,9044,4.28,453.6
